httpRequest.latency,httpRequest.protocol,httpRequest.referer,httpRequest.remoteIp,httpRequest.requestMethod,httpRequest.requestSize,httpRequest.requestUrl,httpRequest.responseSize,httpRequest.serverIp,httpRequest.status,httpRequest.userAgent,insertId,labels.instanceId,logName,receiveLocation,receiveTimestamp,resource.labels.configuration_name,resource.labels.location,resource.labels.project_id,resource.labels.revision_name,resource.labels.service_name,resource.type,severity,spanId,timestamp,trace,traceSampled
42.505506582s,HTTP/1.1,,52.159.144.213,GET,260,https://fannkuch-go-815005680514.europe-north1.run.app/,127,216.239.34.53,200,curl/7.81.0,674402a40003cc12f0f098bd,004940b3b82ee3a4dd631a6afb52e76af8c50a14b27f059c942bbadd7dcad4adfce662c9c2ef48b17c97adf701e01c26fb90454d43bcfcc67a19dc63d733fa29ac626900ad859c68f501d5b620,projects/charismatic-tea-434516-a5/logs/run.googleapis.com%2Frequests,,2024-11-25T04:52:52.252165639Z,fannkuch-go,europe-north1,charismatic-tea-434516-a5,fannkuch-go-00006-tds,fannkuch-go,cloud_run_revision,INFO,5a69af48780d085d,2024-11-25T04:52:09.733542Z,projects/charismatic-tea-434516-a5/traces/baacfc18634657a683990582f1e3aa43,true
41.873998097s,HTTP/1.1,,52.159.144.213,GET,260,https://fannkuch-go-815005680514.europe-north1.run.app/,127,216.239.34.53,200,curl/7.81.0,674401a2000ad9c1369fadc2,004940b3b82ee3a4dd631a6afb52e76af8c50a14b27f059c942bbadd7dcad4adfce662c9c2ef48b17c97adf701e01c26fb90454d43bcfcc67a19dc63d733fa29ac626900ad859c68f501d5b620,projects/charismatic-tea-434516-a5/logs/run.googleapis.com%2Frequests,,2024-11-25T04:48:34.715277472Z,fannkuch-go,europe-north1,charismatic-tea-434516-a5,fannkuch-go-00006-tds,fannkuch-go,cloud_run_revision,INFO,c0bcb3e061394a18,2024-11-25T04:47:52.825124Z,projects/charismatic-tea-434516-a5/traces/aabd48330762bf9a8a18d8f09cb284cc,true
40.707094792s,HTTP/1.1,,52.159.144.213,GET,261,https://fannkuch-go-815005680514.europe-north1.run.app/,127,216.239.38.53,200,curl/7.81.0,674400a10000d7f6abe5eede,004940b3b82ee3a4dd631a6afb52e76af8c50a14b27f059c942bbadd7dcad4adfce662c9c2ef48b17c97adf701e01c26fb90454d43bcfcc67a19dc63d733fa29ac626900ad859c68f501d5b620,projects/charismatic-tea-434516-a5/logs/run.googleapis.com%2Frequests,,2024-11-25T04:44:17.058013650Z,fannkuch-go,europe-north1,charismatic-tea-434516-a5,fannkuch-go-00006-tds,fannkuch-go,cloud_run_revision,INFO,e7a36a06589b1ffd,2024-11-25T04:43:36.338302Z,projects/charismatic-tea-434516-a5/traces/6be2dd6b68d2b2e82831b666932e75a0,true
40.310453421s,HTTP/1.1,,20.55.221.77,GET,261,https://fannkuch-go-815005680514.europe-north1.run.app/,127,216.239.36.53,200,curl/7.81.0,6743f36f0005969e7b7ef764,004940b3b82ee3a4dd631a6afb52e76af8c50a14b27f059c942bbadd7dcad4adfce662c9c2ef48b17c97adf701e01c26fb90454d43bcfcc67a19dc63d733fa29ac626900ad859c68f501d5b620,projects/charismatic-tea-434516-a5/logs/run.googleapis.com%2Frequests,,2024-11-25T03:47:59.368646225Z,fannkuch-go,europe-north1,charismatic-tea-434516-a5,fannkuch-go-00006-tds,fannkuch-go,cloud_run_revision,INFO,247d8ead351dcfcf,2024-11-25T03:47:19.046936Z,projects/charismatic-tea-434516-a5/traces/e7f47cd1c6b9fdd52e65cecc475d38eb,true
40.608943051s,HTTP/1.1,,20.55.221.77,GET,261,https://fannkuch-go-815005680514.europe-north1.run.app/,127,216.239.32.53,200,curl/7.81.0,6743f270000eea0e8b4da2e1,004940b3b82ee3a4dd631a6afb52e76af8c50a14b27f059c942bbadd7dcad4adfce662c9c2ef48b17c97adf701e01c26fb90454d43bcfcc67a19dc63d733fa29ac626900ad859c68f501d5b620,projects/charismatic-tea-434516-a5/logs/run.googleapis.com%2Frequests,,2024-11-25T03:43:44.980440211Z,fannkuch-go,europe-north1,charismatic-tea-434516-a5,fannkuch-go-00006-tds,fannkuch-go,cloud_run_revision,INFO,238eccadadc7a536,2024-11-25T03:43:04.357808Z,projects/charismatic-tea-434516-a5/traces/7e2f72b5e973e913ee212b1c061af07b,true
40.799126589s,HTTP/1.1,,20.55.221.77,GET,260,https://fannkuch-go-815005680514.europe-north1.run.app/,127,216.239.38.53,200,curl/7.81.0,6743f172000891dbe304325e,004940b3b82ee3a4dd631a6afb52e76af8c50a14b27f059c942bbadd7dcad4adfce662c9c2ef48b17c97adf701e01c26fb90454d43bcfcc67a19dc63d733fa29ac626900ad859c68f501d5b620,projects/charismatic-tea-434516-a5/logs/run.googleapis.com%2Frequests,,2024-11-25T03:39:30.565049787Z,fannkuch-go,europe-north1,charismatic-tea-434516-a5,fannkuch-go-00006-tds,fannkuch-go,cloud_run_revision,INFO,bbd87dd00650f152,2024-11-25T03:38:49.752121Z,projects/charismatic-tea-434516-a5/traces/a8e5eaf924a680546f744e8cf0d4b51e,true
39.191135458s,HTTP/1.1,,20.55.221.77,GET,261,https://fannkuch-go-815005680514.europe-north1.run.app/,127,216.239.32.53,200,curl/7.81.0,6743f073000c7d8fded0459a,004940b3b82ee3a4dd631a6afb52e76af8c50a14b27f059c942bbadd7dcad4adfce662c9c2ef48b17c97adf701e01c26fb90454d43bcfcc67a19dc63d733fa29ac626900ad859c68f501d5b620,projects/charismatic-tea-434516-a5/logs/run.googleapis.com%2Frequests,,2024-11-25T03:35:15.822671761Z,fannkuch-go,europe-north1,charismatic-tea-434516-a5,fannkuch-go-00006-tds,fannkuch-go,cloud_run_revision,INFO,1ba8a6a9e5ddc32f,2024-11-25T03:34:36.618706Z,projects/charismatic-tea-434516-a5/traces/295e3d91a1323a8a412eaa91bb35044b,true
39.472546415s,HTTP/1.1,,20.55.221.77,GET,261,https://fannkuch-go-815005680514.europe-north1.run.app/,127,216.239.36.53,200,curl/7.81.0,6743ef76000de62b04f6df2c,004940b3b82ee3a4dd631a6afb52e76af8c50a14b27f059c942bbadd7dcad4adfce662c9c2ef48b17c97adf701e01c26fb90454d43bcfcc67a19dc63d733fa29ac626900ad859c68f501d5b620,projects/charismatic-tea-434516-a5/logs/run.googleapis.com%2Frequests,,2024-11-25T03:31:02.912742789Z,fannkuch-go,europe-north1,charismatic-tea-434516-a5,fannkuch-go-00006-tds,fannkuch-go,cloud_run_revision,INFO,07f09d62da55c997,2024-11-25T03:30:23.429529Z,projects/charismatic-tea-434516-a5/traces/dd3826a3e1d2b769e9f3990da261adf9,true
41.592413472s,HTTP/1.1,,20.55.221.77,GET,261,https://fannkuch-go-815005680514.europe-north1.run.app/,127,216.239.34.53,200,curl/7.81.0,6743ee7900055a50dfc7b6c5,004940b3b82ee3a4dd631a6afb52e76af8c50a14b27f059c942bbadd7dcad4adfce662c9c2ef48b17c97adf701e01c26fb90454d43bcfcc67a19dc63d733fa29ac626900ad859c68f501d5b620,projects/charismatic-tea-434516-a5/logs/run.googleapis.com%2Frequests,,2024-11-25T03:26:49.353454686Z,fannkuch-go,europe-north1,charismatic-tea-434516-a5,fannkuch-go-00006-tds,fannkuch-go,cloud_run_revision,INFO,f761c8b0f25630d3,2024-11-25T03:26:07.749469Z,projects/charismatic-tea-434516-a5/traces/6480efc8de2d90ba2dbff412406bafc8,true
39.308871550s,HTTP/1.1,,20.55.221.77,GET,261,https://fannkuch-go-815005680514.europe-north1.run.app/,127,216.239.38.53,200,curl/7.81.0,6743ed79000c3d5b4a161368,004940b3b82ee3a4dd631a6afb52e76af8c50a14b27f059c942bbadd7dcad4adfce662c9c2ef48b17c97adf701e01c26fb90454d43bcfcc67a19dc63d733fa29ac626900ad859c68f501d5b620,projects/charismatic-tea-434516-a5/logs/run.googleapis.com%2Frequests,,2024-11-25T03:22:33.807756431Z,fannkuch-go,europe-north1,charismatic-tea-434516-a5,fannkuch-go-00006-tds,fannkuch-go,cloud_run_revision,INFO,6e0b29a5091ad720,2024-11-25T03:21:54.483128Z,projects/charismatic-tea-434516-a5/traces/4f411864e20887125af78842c0cd8ffa,true
40.989139578s,HTTP/1.1,,20.55.221.77,GET,261,https://fannkuch-go-815005680514.europe-north1.run.app/,127,216.239.36.53,200,curl/7.81.0,6743ec7d0002666988ad62c1,004940b3b82ee3a4dd631a6afb52e76af8c50a14b27f059c942bbadd7dcad4adfce662c9c2ef48b17c97adf701e01c26fb90454d43bcfcc67a19dc63d733fa29ac626900ad859c68f501d5b620,projects/charismatic-tea-434516-a5/logs/run.googleapis.com%2Frequests,,2024-11-25T03:18:21.160065385Z,fannkuch-go,europe-north1,charismatic-tea-434516-a5,fannkuch-go-00006-tds,fannkuch-go,cloud_run_revision,INFO,21ac44f0067c506c,2024-11-25T03:17:40.159236Z,projects/charismatic-tea-434516-a5/traces/47e569db86b0d0c2fc446075c0c8e2ed,true
39.120223010s,HTTP/1.1,,20.55.221.77,GET,260,https://fannkuch-go-815005680514.europe-north1.run.app/,127,216.239.36.53,200,curl/7.81.0,6743eb7d000e00347b71fffc,004940b3b82ee3a4dd631a6afb52e76af8c50a14b27f059c942bbadd7dcad4adfce662c9c2ef48b17c97adf701e01c26fb90454d43bcfcc67a19dc63d733fa29ac626900ad859c68f501d5b620,projects/charismatic-tea-434516-a5/logs/run.googleapis.com%2Frequests,,2024-11-25T03:14:05.920216107Z,fannkuch-go,europe-north1,charismatic-tea-434516-a5,fannkuch-go-00006-tds,fannkuch-go,cloud_run_revision,INFO,f2b7dbc73b966b64,2024-11-25T03:13:26.788502Z,projects/charismatic-tea-434516-a5/traces/11a2a9257c972bc7ab4c9fbc63bfbfa6,true
39.726636785s,HTTP/1.1,,20.55.221.77,GET,260,https://fannkuch-go-815005680514.europe-north1.run.app/,127,216.239.38.53,200,curl/7.81.0,6743ea7f000b9a5aecf6a125,004940b3b82ee3a4dd631a6afb52e76af8c50a14b27f059c942bbadd7dcad4adfce662c9c2ef48b17c97adf701e01c26fb90454d43bcfcc67a19dc63d733fa29ac626900ad859c68f501d5b620,projects/charismatic-tea-434516-a5/logs/run.googleapis.com%2Frequests,,2024-11-25T03:09:51.763496655Z,fannkuch-go,europe-north1,charismatic-tea-434516-a5,fannkuch-go-00006-tds,fannkuch-go,cloud_run_revision,INFO,1571c13e8e8f7cc5,2024-11-25T03:09:12.024129Z,projects/charismatic-tea-434516-a5/traces/61ff167a8ab0401ab81c80bf9a779339,true
39.610667161s,HTTP/1.1,,52.159.145.255,GET,259,https://fannkuch-go-815005680514.europe-north1.run.app/,127,216.239.36.53,200,curl/7.81.0,6743c075000ad12d9c00819e,004940b3b82ee3a4dd631a6afb52e76af8c50a14b27f059c942bbadd7dcad4adfce662c9c2ef48b17c97adf701e01c26fb90454d43bcfcc67a19dc63d733fa29ac626900ad859c68f501d5b620,projects/charismatic-tea-434516-a5/logs/run.googleapis.com%2Frequests,,2024-11-25T00:10:29.713875262Z,fannkuch-go,europe-north1,charismatic-tea-434516-a5,fannkuch-go-00006-tds,fannkuch-go,cloud_run_revision,INFO,e7f0c16c8509a31b,2024-11-25T00:09:50.088505Z,projects/charismatic-tea-434516-a5/traces/8236b6a67e05305b26508aa2f015d526,true
39.156990025s,HTTP/1.1,,52.159.145.255,GET,260,https://fannkuch-go-815005680514.europe-north1.run.app/,127,216.239.38.53,200,curl/7.81.0,6743bf7700047e27647721c4,004940b3b82ee3a4dd631a6afb52e76af8c50a14b27f059c942bbadd7dcad4adfce662c9c2ef48b17c97adf701e01c26fb90454d43bcfcc67a19dc63d733fa29ac626900ad859c68f501d5b620,projects/charismatic-tea-434516-a5/logs/run.googleapis.com%2Frequests,,2024-11-25T00:06:15.297723098Z,fannkuch-go,europe-north1,charismatic-tea-434516-a5,fannkuch-go-00006-tds,fannkuch-go,cloud_run_revision,INFO,071abd86be858cce,2024-11-25T00:05:36.127466Z,projects/charismatic-tea-434516-a5/traces/4f37c00a334fa30a23744b894f5ed944,true
42.881803197s,HTTP/1.1,,52.159.145.255,GET,261,https://fannkuch-go-815005680514.europe-north1.run.app/,127,216.239.36.53,200,curl/7.81.0,6743be78000f3649abe56fdf,004940b3b82ee3a4dd631a6afb52e76af8c50a14b27f059c942bbadd7dcad4adfce662c9c2ef48b17c97adf701e01c26fb90454d43bcfcc67a19dc63d733fa29ac626900ad859c68f501d5b620,projects/charismatic-tea-434516-a5/logs/run.googleapis.com%2Frequests,,2024-11-25T00:02:01.002481660Z,fannkuch-go,europe-north1,charismatic-tea-434516-a5,fannkuch-go-00006-tds,fannkuch-go,cloud_run_revision,INFO,f961957f56941772,2024-11-25T00:01:18.103103Z,projects/charismatic-tea-434516-a5/traces/d52fe203c02db5cb3e30e530f935eacd,true
40.676175008s,HTTP/1.1,,52.159.145.255,GET,260,https://fannkuch-go-815005680514.europe-north1.run.app/,127,216.239.36.53,200,curl/7.81.0,6743bd770001af409d235a06,004940b3b82ee3a4dd631a6afb52e76af8c50a14b27f059c942bbadd7dcad4adfce662c9c2ef48b17c97adf701e01c26fb90454d43bcfcc67a19dc63d733fa29ac626900ad859c68f501d5b620,projects/charismatic-tea-434516-a5/logs/run.googleapis.com%2Frequests,,2024-11-24T23:57:43.115372161Z,fannkuch-go,europe-north1,charismatic-tea-434516-a5,fannkuch-go-00006-tds,fannkuch-go,cloud_run_revision,INFO,45250fb499e0a0d4,2024-11-24T23:57:02.423764Z,projects/charismatic-tea-434516-a5/traces/c413bff1738b7ba9a2a273121f7bfbec,true
41.782127948s,HTTP/1.1,,52.159.145.255,GET,261,https://fannkuch-go-815005680514.europe-north1.run.app/,127,216.239.34.53,200,curl/7.81.0,6743bc78000029c3f7ed296d,004940b3b82ee3a4dd631a6afb52e76af8c50a14b27f059c942bbadd7dcad4adfce662c9c2ef48b17c97adf701e01c26fb90454d43bcfcc67a19dc63d733fa29ac626900ad859c68f501d5b620,projects/charismatic-tea-434516-a5/logs/run.googleapis.com%2Frequests,,2024-11-24T23:53:28.015758314Z,fannkuch-go,europe-north1,charismatic-tea-434516-a5,fannkuch-go-00006-tds,fannkuch-go,cloud_run_revision,INFO,403a7bbe01641ed9,2024-11-24T23:52:46.219505Z,projects/charismatic-tea-434516-a5/traces/17eb884f9bab097ee419076c54c6f908,true
41.111671578s,HTTP/1.1,,52.159.145.255,GET,261,https://fannkuch-go-815005680514.europe-north1.run.app/,127,216.239.34.53,200,curl/7.81.0,6743bb77000c72b7cf7c1302,004940b3b82ee3a4dd631a6afb52e76af8c50a14b27f059c942bbadd7dcad4adfce662c9c2ef48b17c97adf701e01c26fb90454d43bcfcc67a19dc63d733fa29ac626900ad859c68f501d5b620,projects/charismatic-tea-434516-a5/logs/run.googleapis.com%2Frequests,,2024-11-24T23:49:11.817823456Z,fannkuch-go,europe-north1,charismatic-tea-434516-a5,fannkuch-go-00006-tds,fannkuch-go,cloud_run_revision,INFO,3e266d63af9916d3,2024-11-24T23:48:30.693495Z,projects/charismatic-tea-434516-a5/traces/421147cd0225bea8caff3d33777aaa37,true
40.316704726s,HTTP/1.1,,52.159.145.255,GET,261,https://fannkuch-go-815005680514.europe-north1.run.app/,127,216.239.34.53,200,curl/7.81.0,6743ba77000ab0d3cfef6780,004940b3b82ee3a4dd631a6afb52e76af8c50a14b27f059c942bbadd7dcad4adfce662c9c2ef48b17c97adf701e01c26fb90454d43bcfcc67a19dc63d733fa29ac626900ad859c68f501d5b620,projects/charismatic-tea-434516-a5/logs/run.googleapis.com%2Frequests,,2024-11-24T23:44:55.706059172Z,fannkuch-go,europe-north1,charismatic-tea-434516-a5,fannkuch-go-00006-tds,fannkuch-go,cloud_run_revision,INFO,92ee9d7319d9fb1d,2024-11-24T23:44:15.373924Z,projects/charismatic-tea-434516-a5/traces/d188504cf19c825187552c7d72daa0e3,true
40.303271591s,HTTP/1.1,,52.159.145.255,GET,260,https://fannkuch-go-815005680514.europe-north1.run.app/,127,216.239.32.53,200,curl/7.81.0,6743b977000e1659b760fcc9,004940b3b82ee3a4dd631a6afb52e76af8c50a14b27f059c942bbadd7dcad4adfce662c9c2ef48b17c97adf701e01c26fb90454d43bcfcc67a19dc63d733fa29ac626900ad859c68f501d5b620,projects/charismatic-tea-434516-a5/logs/run.googleapis.com%2Frequests,,2024-11-24T23:40:39.925228359Z,fannkuch-go,europe-north1,charismatic-tea-434516-a5,fannkuch-go-00006-tds,fannkuch-go,cloud_run_revision,INFO,86e521b3d0311523,2024-11-24T23:39:59.609337Z,projects/charismatic-tea-434516-a5/traces/e7de8b3189f41f4891ad358b7d71ecf3,true
40.387216102s,HTTP/1.1,,52.159.145.255,GET,261,https://fannkuch-go-815005680514.europe-north1.run.app/,127,216.239.38.53,200,curl/7.81.0,6743b8780008969ab1cbe2b1,004940b3b82ee3a4dd631a6afb52e76af8c50a14b27f059c942bbadd7dcad4adfce662c9c2ef48b17c97adf701e01c26fb90454d43bcfcc67a19dc63d733fa29ac626900ad859c68f501d5b620,projects/charismatic-tea-434516-a5/logs/run.googleapis.com%2Frequests,,2024-11-24T23:36:24.567653392Z,fannkuch-go,europe-north1,charismatic-tea-434516-a5,fannkuch-go-00006-tds,fannkuch-go,cloud_run_revision,INFO,5de015f247dd66ea,2024-11-24T23:35:44.166188Z,projects/charismatic-tea-434516-a5/traces/ea74a9debe7c467f1101499df38a0942,true
40.011716453s,HTTP/1.1,,52.159.145.255,GET,260,https://fannkuch-go-815005680514.europe-north1.run.app/,127,216.239.34.53,200,curl/7.81.0,6743b77700095786e14fe8e1,004940b3b82ee3a4dd631a6afb52e76af8c50a14b27f059c942bbadd7dcad4adfce662c9c2ef48b17c97adf701e01c26fb90454d43bcfcc67a19dc63d733fa29ac626900ad859c68f501d5b620,projects/charismatic-tea-434516-a5/logs/run.googleapis.com%2Frequests,,2024-11-24T23:32:07.616886726Z,fannkuch-go,europe-north1,charismatic-tea-434516-a5,fannkuch-go-00006-tds,fannkuch-go,cloud_run_revision,INFO,456077174e977ecd,2024-11-24T23:31:27.590183Z,projects/charismatic-tea-434516-a5/traces/991e957f8c366489060bae50a96ba66f,true
41.603475266s,HTTP/1.1,,20.109.61.178,GET,261,https://fannkuch-go-815005680514.europe-north1.run.app/,127,216.239.38.53,200,curl/7.81.0,6743b3730000ce3e2bee1265,004940b3b82ee3a4dd631a6afb52e76af8c50a14b27f059c942bbadd7dcad4adfce662c9c2ef48b17c97adf701e01c26fb90454d43bcfcc67a19dc63d733fa29ac626900ad859c68f501d5b620,projects/charismatic-tea-434516-a5/logs/run.googleapis.com%2Frequests,,2024-11-24T23:14:59.057203096Z,fannkuch-go,europe-north1,charismatic-tea-434516-a5,fannkuch-go-00006-tds,fannkuch-go,cloud_run_revision,INFO,2c882741ece4dcdb,2024-11-24T23:14:17.438728Z,projects/charismatic-tea-434516-a5/traces/5cd46e297620302ef5305c03ce306d94,true
39.779579207s,HTTP/1.1,,20.109.61.178,GET,261,https://fannkuch-go-815005680514.europe-north1.run.app/,127,216.239.38.53,200,curl/7.81.0,6743b2730001a32d34275bf8,004940b3b82ee3a4dd631a6afb52e76af8c50a14b27f059c942bbadd7dcad4adfce662c9c2ef48b17c97adf701e01c26fb90454d43bcfcc67a19dc63d733fa29ac626900ad859c68f501d5b620,projects/charismatic-tea-434516-a5/logs/run.googleapis.com%2Frequests,,2024-11-24T23:10:43.109257745Z,fannkuch-go,europe-north1,charismatic-tea-434516-a5,fannkuch-go-00006-tds,fannkuch-go,cloud_run_revision,INFO,7057a7dd260d66ba,2024-11-24T23:10:03.316390Z,projects/charismatic-tea-434516-a5/traces/3bc9902759f187bde09f72dc11703cbc,true
39.211592003s,HTTP/1.1,,20.109.61.178,GET,260,https://fannkuch-go-815005680514.europe-north1.run.app/,127,216.239.36.53,200,curl/7.81.0,6743b174000c8e0c2e40b407,004940b3b82ee3a4dd631a6afb52e76af8c50a14b27f059c942bbadd7dcad4adfce662c9c2ef48b17c97adf701e01c26fb90454d43bcfcc67a19dc63d733fa29ac626900ad859c68f501d5b620,projects/charismatic-tea-434516-a5/logs/run.googleapis.com%2Frequests,,2024-11-24T23:06:28.825972398Z,fannkuch-go,europe-north1,charismatic-tea-434516-a5,fannkuch-go-00006-tds,fannkuch-go,cloud_run_revision,INFO,cdeb4ce62df16cde,2024-11-24T23:05:49.600988Z,projects/charismatic-tea-434516-a5/traces/2cfbe55d14673b3119cf564d8606d4c0,true
40.805194164s,HTTP/1.1,,20.109.61.178,GET,261,https://fannkuch-go-815005680514.europe-north1.run.app/,127,216.239.32.53,200,curl/7.81.0,6743b076000e894b79c3379b,004940b3b82ee3a4dd631a6afb52e76af8c50a14b27f059c942bbadd7dcad4adfce662c9c2ef48b17c97adf701e01c26fb90454d43bcfcc67a19dc63d733fa29ac626900ad859c68f501d5b620,projects/charismatic-tea-434516-a5/logs/run.googleapis.com%2Frequests,,2024-11-24T23:02:14.956519543Z,fannkuch-go,europe-north1,charismatic-tea-434516-a5,fannkuch-go-00006-tds,fannkuch-go,cloud_run_revision,INFO,c63d0fdfb415b548,2024-11-24T23:01:34.136931Z,projects/charismatic-tea-434516-a5/traces/f0b4f30173e8a3c6da5fea37471dd072,true
40.987216256s,HTTP/1.1,,20.109.61.178,GET,261,https://fannkuch-go-815005680514.europe-north1.run.app/,127,216.239.32.53,200,curl/7.81.0,6743af77000dcd2c098eeb26,004940b3b82ee3a4dd631a6afb52e76af8c50a14b27f059c942bbadd7dcad4adfce662c9c2ef48b17c97adf701e01c26fb90454d43bcfcc67a19dc63d733fa29ac626900ad859c68f501d5b620,projects/charismatic-tea-434516-a5/logs/run.googleapis.com%2Frequests,,2024-11-24T22:57:59.908009442Z,fannkuch-go,europe-north1,charismatic-tea-434516-a5,fannkuch-go-00006-tds,fannkuch-go,cloud_run_revision,INFO,178d6ec57d5714b3,2024-11-24T22:57:18.907606Z,projects/charismatic-tea-434516-a5/traces/a852cc6ec2810075d8cc09034216acdd,true
40.306220571s,HTTP/1.1,,20.109.61.178,GET,260,https://fannkuch-go-815005680514.europe-north1.run.app/,127,216.239.38.53,200,curl/7.81.0,6743ae790004ab44c4cada23,004940b3b82ee3a4dd631a6afb52e76af8c50a14b27f059c942bbadd7dcad4adfce662c9c2ef48b17c97adf701e01c26fb90454d43bcfcc67a19dc63d733fa29ac626900ad859c68f501d5b620,projects/charismatic-tea-434516-a5/logs/run.googleapis.com%2Frequests,,2024-11-24T22:53:45.310445581Z,fannkuch-go,europe-north1,charismatic-tea-434516-a5,fannkuch-go-00006-tds,fannkuch-go,cloud_run_revision,INFO,77e1a21b21b5f11e,2024-11-24T22:53:04.990328Z,projects/charismatic-tea-434516-a5/traces/9fccb34623ab6f24b1bf6795045831a6,true
42.115661134s,HTTP/1.1,,20.109.61.178,GET,260,https://fannkuch-go-815005680514.europe-north1.run.app/,127,216.239.34.53,200,curl/7.81.0,6743ad7b00013298c4252cdd,004940b3b82ee3a4dd631a6afb52e76af8c50a14b27f059c942bbadd7dcad4adfce662c9c2ef48b17c97adf701e01c26fb90454d43bcfcc67a19dc63d733fa29ac626900ad859c68f501d5b620,projects/charismatic-tea-434516-a5/logs/run.googleapis.com%2Frequests,,2024-11-24T22:49:31.080498387Z,fannkuch-go,europe-north1,charismatic-tea-434516-a5,fannkuch-go-00006-tds,fannkuch-go,cloud_run_revision,INFO,86e72e47febc6650,2024-11-24T22:48:48.953925Z,projects/charismatic-tea-434516-a5/traces/90673b40f204ce4c777a1065a1a62ab7,true
40.905671740s,HTTP/1.1,,20.109.61.178,GET,260,https://fannkuch-go-815005680514.europe-north1.run.app/,127,216.239.38.53,200,curl/7.81.0,6743ac7b00071a03d358e9b1,004940b3b82ee3a4dd631a6afb52e76af8c50a14b27f059c942bbadd7dcad4adfce662c9c2ef48b17c97adf701e01c26fb90454d43bcfcc67a19dc63d733fa29ac626900ad859c68f501d5b620,projects/charismatic-tea-434516-a5/logs/run.googleapis.com%2Frequests,,2024-11-24T22:45:15.468076799Z,fannkuch-go,europe-north1,charismatic-tea-434516-a5,fannkuch-go-00006-tds,fannkuch-go,cloud_run_revision,INFO,03a6bae8d52160d6,2024-11-24T22:44:34.549929Z,projects/charismatic-tea-434516-a5/traces/d1bd11953fb1cd58cd3ac88af1d2aaf5,true
39.503549251s,HTTP/1.1,,20.109.61.178,GET,261,https://fannkuch-go-815005680514.europe-north1.run.app/,127,216.239.38.53,200,curl/7.81.0,6743ab7c000006c9f484f5bc,004940b3b82ee3a4dd631a6afb52e76af8c50a14b27f059c942bbadd7dcad4adfce662c9c2ef48b17c97adf701e01c26fb90454d43bcfcc67a19dc63d733fa29ac626900ad859c68f501d5b620,projects/charismatic-tea-434516-a5/logs/run.googleapis.com%2Frequests,,2024-11-24T22:41:00.004677980Z,fannkuch-go,europe-north1,charismatic-tea-434516-a5,fannkuch-go-00006-tds,fannkuch-go,cloud_run_revision,INFO,c431f644d8b38f9a,2024-11-24T22:40:20.487797Z,projects/charismatic-tea-434516-a5/traces/aa6955ffbfed4f519a8e5381e00d45ba,true
